InvoiceID,InvoiceNumber,Reference,ContactName,CustomerTier,InvoiceDate,AgeingDays,DueDate,OverdueDays,PaymentTermsDays,Status,FullyPaidOffDate,PaymentOverdueDays,CurrencyCode,CurrencyRate,SubtotalSource,TotalTaxSource,InvoiceAmountAUD,AmountPaidAUD,CreditedAmountAUD,OutstandingAmountAUD,UpdatedDate
edce5a13-51be-45dc-8842-dca4acc0bbc3,h2coconut#6250,#6250 placed by Georgina Powell,george74.gp,3,03/07/2023,1,03/07/2023,1,0,PAID,04/07/2023,1,AUD,1.0,47.84,1.36,49.2,49.2,0.0,0.0,05/07/2023
279e0763-f0fd-4ee8-957f-6d2b17f2bb12,h2coconut#6264,#6264 placed by Sami zarei,Sami zarei,3,04/07/2023,-1,04/07/2023,0,0,PAID,03/07/2023,-1,AUD,1.0,28.64,1.36,30.0,30.0,0.0,0.0,05/07/2023
567c0ad9-ad1a-4068-95b3-f63288a91462,h2coconut#6266,#6266 placed by Alexander Lynch,Alexander Lynch,3,04/07/2023,-1,04/07/2023,0,0,PAID,03/07/2023,-1,AUD,1.0,71.24,1.36,72.6,72.6,0.0,0.0,05/07/2023
6f9fe7c0-f501-4efe-8450-ccc88a96b03a,h2coconut#6267,#6267 placed by Nenad Fleck-Gavran,Nenad Fleck-Gavran,3,04/07/2023,0,04/07/2023,0,0,PAID,04/07/2023,0,AUD,1.0,32.84,1.36,34.2,34.2,0.0,0.0,05/07/2023
84f48b2d-efaa-4d91-9dc0-059a3b77c7b0,h2coconut#6261,#6261 placed by Robyn Noble,Robyn Noble,3,04/07/2023,1,04/07/2023,1,0,PAID,05/07/2023,1,AUD,1.0,38.64,1.36,40.0,40.0,0.0,0.0,06/07/2023
54c97e6e-371a-4a49-8d58-1024e70c935b,h2coconut#6260,#6260 placed by Oliver Booth,Oliver Booth,3,04/07/2023,1,04/07/2023,1,0,PAID,05/07/2023,1,AUD,1.0,63.64,1.36,65.0,65.0,0.0,0.0,06/07/2023
85083255-8ab0-4f98-9f75-e21de0bf6689,h2coconut#6265,#6265 placed by Mohammed Yusuf,myusufza,3,04/07/2023,1,04/07/2023,1,0,PAID,05/07/2023,1,AUD,1.0,71.24,1.36,72.6,72.6,0.0,0.0,06/07/2023
af8c0dca-6611-4058-9522-1182b62aa4a6,h2coconut#6259,#6259 placed by Stephan Mackenzie,Stephan Mackenzie,3,04/07/2023,1,04/07/2023,1,0,PAID,05/07/2023,1,AUD,1.0,63.64,1.36,65.0,65.0,0.0,0.0,06/07/2023
c3da77ad-d738-4678-ae84-ea148ba10683,h2coconut#6258,#6258 placed by Summer Carr,summercarr94,3,04/07/2023,1,04/07/2023,1,0,PAID,05/07/2023,1,AUD,1.0,48.2,1.36,49.56,49.56,0.0,0.0,06/07/2023
abc120f4-b7f0-41b1-987a-e457bc590e32,h2coconut#6256,#6256 placed by ethan.j.o Olschewsky,ethan.j.o,3,04/07/2023,1,04/07/2023,1,0,PAID,05/07/2023,1,AUD,1.0,42.44,1.36,43.8,43.8,0.0,0.0,06/07/2023
a39338cf-e56f-425d-9c44-4917e0cba123,h2coconut#6263,#6263 placed by Chris Thomas,DREAM MACHINE (QLD) PTY LTD - Chris Thomas,3,04/07/2023,1,04/07/2023,1,0,PAID,05/07/2023,1,AUD,1.0,85.93,3.41,89.34,89.34,0.0,0.0,06/07/2023
100f86d1-e704-4340-9e31-c89df1989a82,h2coconut#6257,#6257 placed by Cassandra Robinson,Cassandra Robinson,3,04/07/2023,1,04/07/2023,1,0,PAID,05/07/2023,1,AUD,1.0,81.14,1.36,82.5,82.5,0.0,0.0,06/07/2023
f4005194-642d-4d86-a7ba-5e1e41e098d7,h2coconut#6251,#6251 placed by Benjamin Moore,Benjamin Moore,3,04/07/2023,1,04/07/2023,1,0,PAID,05/07/2023,1,AUD,1.0,147.64,1.36,149.0,149.0,0.0,0.0,06/07/2023
4f6075ab-af07-4f1a-9f11-b1a71c47ec88,h2coconut#6269,#6269 placed by ParcelCollect 1004142226 SarahCastaldini,ParcelCollect 1004142226 SarahCastaldini,3,05/07/2023,-1,05/07/2023,0,0,PAID,04/07/2023,-1,AUD,1.0,33.64,1.36,35.0,35.0,0.0,0.0,06/07/2023
30d7e556-49d9-4540-a45e-e8fceeabfab3,SI-00008633,Samples,R&M Wholesalers & Distributors,3,06/07/2023,0,20/07/2023,0,14,PAID,N/A,0,AUD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,06/07/2023
82cd4573-8094-4a15-bc50-866a6e67568c,h2coconut#6274,#6274 placed by Yogesh GKrishna,Yogesh GKrishna,3,06/07/2023,-1,06/07/2023,0,0,PAID,05/07/2023,-1,AUD,1.0,18.64,1.36,20.0,20.0,0.0,0.0,10/07/2023
840e62f8-3515-4a86-88dc-b8b5f1b4aa91,h2coconut#6275,#6275 placed by Cindy Mason,www.cindy_kru,3,06/07/2023,0,06/07/2023,0,0,PAID,06/07/2023,0,AUD,1.0,50.0,5.0,55.0,55.0,0.0,0.0,10/07/2023
517b53e5-78b5-4b85-af6e-6b14919a6142,SI-00008634,Phone order 06/07,Steff Anderson,3,06/07/2023,0,06/07/2023,0,0,PAID,06/07/2023,0,AUD,1.0,63.64,1.36,65.0,65.0,0.0,0.0,10/07/2023
96733711-66f3-4f1e-aa63-2a216e336ff8,h2coconut#6270,#6270 placed by sanya noiwangkhang,Thai Gourmet Republic - sanya noiwangkhang,3,05/07/2023,1,05/07/2023,1,0,PAID,06/07/2023,1,AUD,1.0,304.04,1.36,305.40000000000003,305.4,0.0,0.0,10/07/2023
da969729-0890-46d6-95b3-02e02557ace8,h2coconut#6273,#6273 placed by Rob Andronaco,Robert Andronaco,3,06/07/2023,1,06/07/2023,1,0,PAID,07/07/2023,1,AUD,1.0,72.55,7.25,79.8,79.8,0.0,0.0,10/07/2023
c8ade2b1-2f2c-4229-bcfb-bbce7cfcff64,h2coconut#6272,#6272 placed by Jhai Slattery,crazyunhappyfun,3,06/07/2023,1,06/07/2023,1,0,PAID,07/07/2023,1,AUD,1.0,43.09,4.31,47.400000000000006,47.4,0.0,0.0,10/07/2023
9265a1c0-692a-4fcc-a2da-ecde7e283af8,SI-00008621,,The Acai Corner,3,05/07/2023,2,04/08/2023,0,30,PAID,07/07/2023,-28,AUD,1.0,118.9,0.0,118.9,118.9,0.0,0.0,10/07/2023
36967898-2730-44cb-8c00-23cf89160bde,SI-00008659,David email 10/07,Marketing,3,10/07/2023,0,10/07/2023,0,0,PAID,N/A,0,AUD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10/07/2023
ae3b6bc2-e0ea-4f19-af8f-a711eb7a2001,h2coconut#6277,#6277 placed by Jane Petereit,h2coconut-Jane Petereit,3,10/07/2023,0,10/07/2023,0,0,PAID,N/A,0,AUD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10/07/2023
7ac00c2d-1c92-4afb-a29a-b0a362295475,h2coconut#6276,#6276 placed by Andrew Thomson,andrewthethomson,3,10/07/2023,0,10/07/2023,0,0,PAID,10/07/2023,0,AUD,1.0,48.2,1.36,49.56,49.56,0.0,0.0,11/07/2023
63d9ca6c-8f8a-441c-81ad-4eb91c1c1f65,SI-00008658,5597,Ezymart Distribution Pty Ltd,3,11/07/2023,1,30/08/2023,0,50,PAID,12/07/2023,-49,AUD,1.0,12222.0,872.76,13094.76,0.0,13094.76,0.0,12/07/2023
c605a553-e233-47ef-a2e0-beeb22ecdf58,h2coconut#6279,#6279 placed by Fariborz Azimi,Fariborz Azimi,3,10/07/2023,1,10/07/2023,1,0,PAID,11/07/2023,1,AUD,1.0,84.55,8.45,93.0,93.0,0.0,0.0,12/07/2023
c3a47c0e-87ec-430c-bbd7-56621ed4033b,SI-00008620,Michelle email 04/07 Part 2 of 2,Western Asset Management Company,3,05/07/2023,7,04/08/2023,0,30,PAID,12/07/2023,-23,AUD,1.0,77.04,0.0,77.04,77.04,0.0,0.0,13/07/2023
13a7f58c-c421-4e5f-b2b2-119b7e359b14,SI-00008667,#6283 placed by Jacqui Ra Na Part 2 of 2,Jacqui Rana,3,11/07/2023,1,11/07/2023,1,0,PAID,12/07/2023,1,AUD,1.0,45.45,0.0,45.45,45.45,0.0,0.0,13/07/2023
4c7b0bf6-78a5-400e-acf0-853eca7db1fb,h2coconut#6283,#6283 placed by Jacqui Ra Na,Jacqui Rana,3,11/07/2023,1,11/07/2023,1,0,PAID,12/07/2023,1,AUD,1.0,37.64,1.36,39.0,39.0,0.0,0.0,13/07/2023
8c7ef227-cb46-4119-9f0f-e035cd58e217,h2coconut#6280,#6280 placed by Harley Fort,harleyfort,3,10/07/2023,2,10/07/2023,2,0,PAID,12/07/2023,2,AUD,1.0,63.64,1.36,65.0,65.0,0.0,0.0,13/07/2023
4f0e4cbb-a6fb-4c03-8def-533309f3f342,h2coconut#6278,#6278 placed by steve cornwell,steve cornwell,3,10/07/2023,1,10/07/2023,1,0,PAID,11/07/2023,1,AUD,1.0,88.64,1.36,90.0,90.0,0.0,0.0,13/07/2023
5dc3782a-2b11-469d-8e14-0bc96abe98ac,h2coconut#6286,#6286 placed by Tyler Annor,Tyler Annor,3,11/07/2023,1,11/07/2023,1,0,PAID,12/07/2023,1,AUD,1.0,53.64,1.36,55.0,55.0,0.0,0.0,13/07/2023
16ffa91e-24b8-4dba-baea-11f065d4da86,h2coconut#6281,#6281 placed by Judy Nobbs,Judy Nobbs,3,10/07/2023,2,10/07/2023,2,0,PAID,12/07/2023,2,AUD,1.0,78.44,1.36,79.8,79.8,0.0,0.0,13/07/2023
a11277f4-e520-4972-930b-d0812e5214c4,h2coconut#6284,#6284 placed by Maha Selvakumar,mahacsm.global,3,11/07/2023,1,11/07/2023,1,0,PAID,12/07/2023,1,AUD,1.0,56.84,1.36,58.2,58.2,0.0,0.0,13/07/2023
92575461-1559-4ba3-bb4a-2a781da7adb2,SI-00008619,PO173040,Foodlink Australia Pty Ltd,3,05/07/2023,8,19/07/2023,0,14,PAID,13/07/2023,-6,AUD,1.0,2880.0,0.0,2880.0,2880.0,0.0,0.0,17/07/2023
d598c069-5503-44ee-acb2-9ea6601f9087,h2coconut#6290,#6290 placed by Mick Jammal,mick.j,3,12/07/2023,2,12/07/2023,2,0,PAID,14/07/2023,2,AUD,1.0,308.19,30.81,339.0,339.0,0.0,0.0,17/07/2023
91fa1872-c5f4-4d24-a3af-7be30f32ecc3,h2coconut#6291,#6291 placed by Jhai Slattery,crazyunhappyfun,3,13/07/2023,1,13/07/2023,1,0,PAID,14/07/2023,1,AUD,1.0,43.09,4.31,47.400000000000006,47.4,0.0,0.0,17/07/2023
4647ca6d-fb75-42ad-ad8d-7ae6d60e5fc0,SI-00008669,,The Acai Corner,3,11/07/2023,2,10/08/2023,0,30,PAID,13/07/2023,-28,AUD,1.0,198.17,0.0,198.17,198.17,0.0,0.0,17/07/2023
5a5e9645-20c4-4402-a7ab-9eb728f1cac6,h2coconut#6289,#6289 placed by Helena Swift,Helena Swift,3,12/07/2023,1,12/07/2023,1,0,PAID,13/07/2023,1,AUD,1.0,36.14,1.36,37.5,37.5,0.0,0.0,17/07/2023
646ca333-9846-49a6-a8bb-d1a00fd125da,h2coconut#6288,#6288 placed by Jodie Fairweather,jodie,3,12/07/2023,1,12/07/2023,1,0,PAID,13/07/2023,1,AUD,1.0,78.44,1.36,79.8,79.8,0.0,0.0,17/07/2023
aa904600-3c54-44ae-8b68-44d43511ae19,h2coconut#6262,#6262 placed by Cathryn Hamilton,ciphamilton,3,04/07/2023,6,04/07/2023,6,0,PAID,10/07/2023,6,AUD,1.0,98.89,3.41,102.3,102.3,0.0,0.0,17/07/2023
08f91304-f93f-4cd4-b9c6-3e44d25b5f08,SI-00008623,1924178967,Costco Wholesale Australia Pty Ltd,2,06/07/2023,8,04/08/2023,0,29,PAID,14/07/2023,-21,AUD,1.0,1902.43,0.0,1902.43,1877.7,24.73,0.0,17/07/2023
c97f90dc-dd9d-417d-a875-367c5b7cb8f1,h2coconut#6298,#6298 placed by Melinda Voon,Melinda Voon,3,17/07/2023,0,17/07/2023,0,0,PAID,N/A,0,AUD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17/07/2023
e2020831-1f31-499d-965c-907ed65ff94a,h2coconut#6294,#6294 placed by Julie Fisher,Julie Fisher,3,17/07/2023,-3,17/07/2023,0,0,PAID,14/07/2023,-3,AUD,1.0,157.64,1.36,159.0,159.0,0.0,0.0,17/07/2023
05d5a9a1-61b4-465a-a994-c6407b72b58a,SI-00008680,David email 12/07,Polar Bear Cafe,3,12/07/2023,5,11/08/2023,0,30,PAID,17/07/2023,-25,AUD,1.0,175.56,17.56,193.12,193.12,0.0,0.0,18/07/2023
25669b75-381e-4d38-a1b5-f00e8dd93c86,SI-00008577,David email 29/06,Polar Bear Cafe,3,04/07/2023,13,03/08/2023,0,30,PAID,17/07/2023,-17,AUD,1.0,171.68,0.0,171.68,171.68,0.0,0.0,18/07/2023
4af5e8f2-5c66-480c-993b-db1a74b56371,SI-00008618,David email 05/07,Polar Bear Cafe,3,05/07/2023,12,04/08/2023,0,30,PAID,17/07/2023,-18,AUD,1.0,128.76,0.0,128.76,128.76,0.0,0.0,18/07/2023
2b15e709-a2da-4e9e-a508-8659d8f63371,h2coconut#6282,#6282 placed by Erin Saraci,navi25,3,10/07/2023,7,10/07/2023,7,0,PAID,17/07/2023,7,AUD,1.0,18.64,1.36,20.0,20.0,0.0,0.0,18/07/2023
47185188-6a89-4fa5-9267-065acdfb4a79,h2coconut#6271,#6271 placed by Kelli Hines,kelli_hines,3,06/07/2023,4,06/07/2023,4,0,PAID,10/07/2023,4,AUD,1.0,29.64,1.36,31.0,31.0,0.0,0.0,18/07/2023
cce565fc-c8f0-4c0e-9340-816034f88853,SI-00008657,Ilan 10/07,R&M Wholesalers & Distributors,3,11/07/2023,1,24/07/2023,0,13,PAID,12/07/2023,-12,AUD,1.0,430.8,0.0,430.8,430.8,0.0,0.0,18/07/2023
f7d37ed0-3567-4a3f-bdde-52fca0084d53,h2coconut#6287,#6287 placed by Tyler Annor,Tyler Annor,3,11/07/2023,6,11/07/2023,6,0,PAID,17/07/2023,6,AUD,1.0,56.59,3.41,60.0,60.0,0.0,0.0,18/07/2023
d351ab62-0e89-432f-b2ac-6fb50795307d,h2coconut#6285,#6285 placed by Kyle Gurnett,Kyle Gurnett,3,11/07/2023,6,11/07/2023,6,0,PAID,17/07/2023,6,AUD,1.0,62.64,1.36,64.0,64.0,0.0,0.0,18/07/2023
abfd6222-e478-4f8a-b14c-22781dbbbc72,SI-00008572/1,1924176821,Costco Wholesale Australia Pty Ltd,2,04/07/2023,14,29/07/2023,0,25,PAID,18/07/2023,-11,AUD,1.0,15379.66,0.0,15379.66,15181.4,198.26,0.0,18/07/2023
aa83d36d-f411-42d5-988d-07bb92ce9ebd,INV-2059,T06942,Metcash - CDS,2,11/07/2023,0,11/07/2023,0,0,PAID,11/07/2023,0,AUD,1.0,201.65,20.16,221.81,221.81,0.0,0.0,18/07/2023
1b9be2bd-bb8b-4ab8-9443-35e13e6bd23d,h2coconut#6306,#6306 placed by Dawn Halliday,Dawn Halliday,3,18/07/2023,0,18/07/2023,0,0,PAID,N/A,0,AUD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18/07/2023
a09843a6-2156-4c3c-856d-68756aa0aa56,h2coconut#6303,#6303 placed by joanna peni,joannapeni,3,17/07/2023,-1,17/07/2023,0,0,PAID,16/07/2023,-1,AUD,1.0,91.24,1.36,92.6,92.6,0.0,0.0,18/07/2023
7c41a637-d916-47e1-be0a-22bc89558552,h2coconut#6295,#6295 placed by Nada Vindis,Nada Vindis,3,17/07/2023,1,17/07/2023,1,0,PAID,18/07/2023,1,AUD,1.0,38.64,3.86,42.5,42.5,0.0,0.0,19/07/2023
67ddaf45-4f2b-4263-a1d2-2882e9190a89,h2coconut#6296,#6296 placed by Asher Gibson,Asher Gibson,3,17/07/2023,1,17/07/2023,1,0,PAID,18/07/2023,1,AUD,1.0,36.37,3.63,40.0,40.0,0.0,0.0,19/07/2023
0cfd9dd5-6f22-4343-bdbf-7e0e7622ec85,h2coconut#6297,#6297 placed by Lowana King,Lowana King,3,17/07/2023,1,17/07/2023,1,0,PAID,18/07/2023,1,AUD,1.0,37.64,1.36,39.0,39.0,0.0,0.0,19/07/2023
a570fd57-d3d7-439b-961c-2d1fa1844432,h2coconut#6292,#6292 placed by Homaira Shah,Homaira Shah,3,13/07/2023,5,13/07/2023,5,0,PAID,18/07/2023,5,AUD,1.0,88.64,1.36,90.0,90.0,0.0,0.0,19/07/2023
9fb0a6af-e7c5-421b-8bbe-be41dc4e313e,SI-00008606/1,1924178147,Costco Wholesale Australia Pty Ltd,2,06/07/2023,13,03/08/2023,0,28,PAID,19/07/2023,-15,AUD,1.0,15219.45,0.0,15219.45,15021.57,197.88,0.0,19/07/2023
daecb08d-51de-43cd-988a-45c09af90bf7,SI-00008608,1181222927,Costco Wholesale Australia Pty Ltd,2,06/07/2023,13,03/08/2023,0,28,PAID,19/07/2023,-15,AUD,1.0,1902.43,0.0,1902.43,1877.91,24.52,0.0,19/07/2023
7c0e518d-6490-43d7-b7b3-93741949c84f,SI-00008609,1161393198,Costco Wholesale Australia Pty Ltd,2,06/07/2023,13,03/08/2023,0,28,PAID,19/07/2023,-15,AUD,1.0,3804.86,0.0,3804.86,3755.81,49.05,0.0,19/07/2023
783d85e8-7bdb-4fc3-a09c-24d15ce87b81,SI-00008638,1924179333,Costco Wholesale Australia Pty Ltd,2,10/07/2023,9,05/08/2023,0,26,PAID,19/07/2023,-17,AUD,1.0,19024.32,0.0,19024.32,18776.97,247.35,0.0,19/07/2023
e5008e9a-1b14-4cc5-86f0-5716d947b3bd,SI-00008639,1161393987,Costco Wholesale Australia Pty Ltd,2,10/07/2023,9,05/08/2023,0,26,PAID,19/07/2023,-17,AUD,1.0,1922.46,0.0,1922.46,1898.38,24.08,0.0,19/07/2023
f7bda188-fa1d-4c89-a43c-ad7fe9c020c5,h2coconut#6310,#6310 placed by Radmila Cirkovic,N/A - Radmila Cirkovic,3,19/07/2023,0,19/07/2023,0,0,PAID,N/A,0,AUD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19/07/2023
283d5c76-acb2-4bd6-8f62-17cce101f7b8,h2coconut#6299,#6299 placed by Britt Mayne,britt737373,3,17/07/2023,2,17/07/2023,2,0,PAID,19/07/2023,2,AUD,1.0,50.0,5.0,55.0,55.0,0.0,0.0,20/07/2023
6a165e26-e261-45f9-8484-5a61616e090a,h2coconut#6300,#6300 placed by Samantha Melen,sammelen,3,17/07/2023,2,17/07/2023,2,0,PAID,19/07/2023,2,AUD,1.0,31.46,3.14,34.6,34.6,0.0,0.0,20/07/2023
f1620a3a-8a3e-47d0-8f06-7ed8da807a13,h2coconut#6304,#6304 placed by Jana Rybarova,Jana Rybarova,3,17/07/2023,2,17/07/2023,2,0,PAID,19/07/2023,2,AUD,1.0,90.44,1.36,91.8,91.8,0.0,0.0,20/07/2023
6945adb0-3f61-4988-b957-fff38c41a554,h2coconut#6301,#6301 placed by Alexandra Mccarthy,Alexandra Mccarthy,3,17/07/2023,2,17/07/2023,2,0,PAID,19/07/2023,2,AUD,1.0,63.64,1.36,65.0,65.0,0.0,0.0,20/07/2023
fbd5f465-62ba-410a-8df7-f98005d8a222,h2coconut#6305,#6305 placed by Lia Penrose,Lia Penrose,3,18/07/2023,1,18/07/2023,1,0,PAID,19/07/2023,1,AUD,1.0,79.09,7.91,87.0,87.0,0.0,0.0,20/07/2023
6487bd96-7c4d-4131-a4f7-cbc5cd2094fe,h2coconut#6302,#6302 placed by SARAVANAN SHANMUGAM,SARAVANAN SHANMUGAM,3,17/07/2023,2,17/07/2023,2,0,PAID,19/07/2023,2,AUD,1.0,79.34,7.93,87.27000000000001,87.27,0.0,0.0,20/07/2023
ad651a73-8e83-4e22-9bd3-9c0ea7c13eaa,SI-00008594,0106471642-000,Woolworths Limited,1,05/07/2023,13,29/09/2023,0,86,PAID,18/07/2023,-73,AUD,1.0,7389.12,0.0,7389.12,7389.12,0.0,0.0,20/07/2023
9d3feb61-2851-4c0b-97d0-9d6fca7801fd,SI-00008651,0106495636-000,Woolworths Limited,1,11/07/2023,9,29/09/2023,0,80,PAID,20/07/2023,-71,AUD,1.0,6768.0,0.0,6768.0,6641.96,126.04,0.0,20/07/2023
d3148374-ec56-4fb9-a9f3-0dca0ec0db4a,SI-00008652,0106496228-000,Woolworths Limited,1,11/07/2023,7,29/09/2023,0,80,PAID,18/07/2023,-73,AUD,1.0,19111.04,477.78,19588.82,19588.82,0.0,0.0,20/07/2023
1efdc3f2-e484-4357-b049-0fc8259b9979,SI-00008702/2,Illan email 17/07,R&M Wholesalers & Distributors,3,19/07/2023,1,02/08/2023,0,14,PAID,20/07/2023,-13,AUD,1.0,1215.6,0.0,1215.6,1215.6,0.0,0.0,24/07/2023
c258761f-9221-481c-bc21-8e2d5791f72a,SI-00008701,Michael Truong email 17/07,Spar Express Bondi Road,3,17/07/2023,4,30/08/2023,0,44,PAID,21/07/2023,-40,AUD,1.0,288.0,0.0,288.0,288.0,0.0,0.0,24/07/2023
d337732d-68e0-4b0e-b0d0-a59620db046f,h2coconut#6311,#6311 placed by Katie Davies,Paddock Offices - Katie Davies,3,20/07/2023,1,20/07/2023,1,0,PAID,21/07/2023,1,AUD,1.0,152.64,1.36,154.0,154.0,0.0,0.0,24/07/2023
47dcb4c9-1092-4e47-a4cd-a4f218956347,h2coconut#6308,#6308 placed by Ethan Olschewsky,ethan.j.o,3,19/07/2023,1,19/07/2023,1,0,PAID,20/07/2023,1,AUD,1.0,78.44,1.36,79.8,79.8,0.0,0.0,24/07/2023
7729fad4-756d-4f4a-ad50-e68a296b874b,h2coconut#6309,#6309 placed by Duc Tran,Duc Tran,3,19/07/2023,1,19/07/2023,1,0,PAID,20/07/2023,1,AUD,1.0,360.99,26.21,387.2,387.2,0.0,0.0,24/07/2023
162c7c0b-59d3-46d0-bff3-4ebbdf65b037,h2coconut#6313,#6313 placed by Blake Howe,Blake Howe,3,20/07/2023,1,20/07/2023,1,0,PAID,21/07/2023,1,AUD,1.0,36.14,1.36,37.5,37.5,0.0,0.0,24/07/2023
9f0cb04d-2671-47ad-aa32-c9643485f640,h2coconut#6312,#6312 placed by Jhai Slattery,crazyunhappyfun,3,20/07/2023,1,20/07/2023,1,0,PAID,21/07/2023,1,AUD,1.0,43.09,4.31,47.400000000000006,47.4,0.0,0.0,24/07/2023
9e8371d6-f01c-4378-b043-8ddd2e841441,H2coconut#1007,#1007 placed by David Craig,David Craig,3,24/07/2023,0,24/07/2023,0,0,PAID,24/07/2023,0,AUD,1.0,63.0,0.0,63.0,0.0,63.0,0.0,24/07/2023
be597daa-abab-42d6-9eab-7fcd2809e53c,h2coconut#6314,#6314 placed by Margaret Redding,Margaret Redding,3,20/07/2023,4,20/07/2023,4,0,PAID,24/07/2023,4,AUD,1.0,37.64,1.36,39.0,39.0,0.0,0.0,25/07/2023
af7e3a87-7a3a-4c2f-a280-c77b65ee3ffd,h2coconut#6315,#6315 placed by TJ Balon,TJ Balon,3,20/07/2023,4,20/07/2023,4,0,PAID,24/07/2023,4,AUD,1.0,38.64,1.36,40.0,40.0,0.0,0.0,25/07/2023
fe5aa688-87d8-472e-91d8-01db113112cd,h2coconut#6307,#6307 placed by Nicole Johnson,Nicole Johnson,3,18/07/2023,6,18/07/2023,6,0,PAID,24/07/2023,6,AUD,1.0,87.64,1.36,89.0,89.0,0.0,0.0,25/07/2023
9a65d73f-f02a-4c7c-a9f1-577740a54825,h2coconut#6317,#6317 placed by N O,N O,3,24/07/2023,-3,24/07/2023,0,0,PAID,21/07/2023,-3,AUD,1.0,100.04,1.36,101.4,101.4,0.0,0.0,25/07/2023
4d592db6-b066-4921-9a13-3532724b28f4,h2coconut#6320,#6320 placed by Maria Santos-Ocampo,rainsantosocampo,3,24/07/2023,-1,24/07/2023,0,0,PAID,23/07/2023,-1,AUD,1.0,81.14,1.36,82.5,82.5,0.0,0.0,25/07/2023
d48958b5-2352-4018-9e3b-728ca8c97a93,SI-00008514,7011096094,Costco Wholesale New Zealand,3,04/07/2023,7,03/08/2023,0,30,PAID,11/07/2023,-23,NZD,1.08216,3166.8,475.02,3365.3249057440676,3319.5553337768906,45.76957196717676,0.0,25/07/2023
36377afe-0144-4d6c-bf32-ca499c4f55ed,h2coconut#6293,#6293 placed by Jaryd Neethling,Reform Digital - Jaryd Neethling,3,17/07/2023,0,17/07/2023,0,0,PAID,17/07/2023,0,AUD,1.0,65.48,1.36,66.84,66.84,0.0,0.0,25/07/2023
